Iteration,Time (ms)
485,0.123
486,0.123
487,0.123
488,0.122
489,0.125
490,0.119
491,0.127
492,0.124
493,0.122
494,0.124
495,0.122
496,0.124
497,0.124
498,0.127
499,0.123
500,0.123
501,0.127
502,0.122
503,0.125
504,0.129
505,0.124
506,0.128
507,0.124
508,0.123
509,0.124
510,0.127
511,0.123
512,0.126
513,0.14
514,0.129
515,0.122
516,0.118
517,0.124
518,0.126
519,0.12
520,0.122
521,0.123
522,0.126
523,0.121
524,0.125
525,0.126
526,0.125
527,0.124
528,0.123
529,0.124
530,0.121
531,0.123
532,0.127
533,0.126
534,0.122
535,0.123
536,0.123
537,0.132
538,0.124
539,0.128
540,0.122
541,0.124
542,0.122
543,0.12
544,0.13
545,0.125
546,0.121
547,0.123
548,0.128
549,0.126
550,0.125
551,0.125
552,0.12
553,0.125
554,0.127
555,0.121
556,0.125
557,0.12
558,0.125
559,0.121
560,0.126
561,0.118
562,0.122
563,0.13
564,0.122
565,0.119
566,0.13
567,0.122
568,0.14
569,0.125
570,0.125
571,0.123
572,0.124
573,0.122
574,0.124
575,0.124
576,0.124
577,0.12
578,0.137
579,0.111
580,0.124
581,0.121
582,0.118
583,0.144
584,0.129
585,0.121
586,0.126
587,0.126
588,0.123
589,0.123
590,0.124
591,0.128
592,0.125
593,0.124
594,0.123
595,0.125
596,0.121
597,0.122
598,0.121
599,0.126
600,0.124
601,0.125
602,0.123
603,0.125
604,0.125
605,0.124
606,0.119
607,0.163
608,0.13
609,0.131
610,0.152
611,0.127
612,0.127
613,0.122
614,0.127
615,0.123
616,0.127
617,0.124
618,0.13
619,0.123
620,0.125
621,0.118
622,0.122
623,0.121
624,0.124
625,0.126
626,0.123
627,0.128
628,0.121
629,0.125
630,0.122
631,0.121
632,0.124
633,0.119
634,0.124
635,0.122
636,0.123
637,0.122
638,0.125
639,0.118
640,0.125
641,0.123
642,0.127
643,0.122
644,0.122
645,0.126
646,0.126
647,0.125
648,0.124
649,0.121
650,0.124
651,0.132
652,0.139
653,0.126
654,0.126
655,0.123
656,0.122
657,0.123
658,0.126
659,0.127
660,0.124
661,0.123
662,0.125
663,0.123
664,0.123
665,0.127
666,0.124
667,0.125
668,0.124
669,0.122
670,0.122
671,0.125
672,0.123
673,0.126
674,0.123
675,0.124
676,0.124
677,0.126
678,0.123
679,0.135
680,0.126
681,0.131
682,0.123
683,0.123
684,0.128
685,0.127
686,0.123
687,0.124
688,0.123
689,0.123
690,0.123
691,0.126
692,0.124
693,0.122
694,0.126
695,0.125
696,0.136
697,0.128
698,0.118
699,0.13
700,0.12
701,0.121
702,0.126
703,0.122
704,0.124
705,0.123
706,0.122
707,0.123
708,0.133
709,0.123
710,0.123
711,0.125
712,0.122
713,0.123
714,0.12
715,0.124
716,0.119
717,0.123
718,0.117
719,0.123
720,0.123
721,0.124
722,0.143
723,0.126
724,0.123
725,0.127
726,0.129
727,0.124
728,0.121
729,0.122
730,0.125
731,0.122
732,0.122
733,0.123
734,0.121
735,0.123
736,0.122
737,0.123
738,0.118
739,0.123
740,0.124
741,0.125
742,0.126
743,0.122
744,0.122
745,0.117
746,0.122
747,0.123
748,0.122
749,0.124
750,0.123
751,0.123
752,0.121
753,0.122
754,0.124
755,0.122
756,0.124
757,0.12
758,0.126
759,0.124
760,0.122
761,0.123
762,0.122
763,0.124
764,0.125
765,0.12
766,0.12
767,0.123
768,0.122
769,0.122
770,0.129
771,0.124
772,0.125
773,0.123
774,0.119
775,0.123
776,0.124
777,0.123
778,0.124
779,0.122
780,0.124
781,0.125
782,0.126
783,0.123
784,0.122
785,0.122
786,0.122
787,0.122
788,0.123
789,0.121
790,0.121
791,0.134
792,0.139
793,0.13
794,0.121
795,0.121
796,0.122
797,0.156
798,0.12
799,0.126
800,0.239
801,0.217
802,0.148
803,0.122
804,0.13
805,0.121
806,0.135
807,0.126
808,0.126
809,0.128
810,0.123
811,0.122
812,0.144
813,0.124
814,0.126
815,0.123
816,0.124
817,0.125
818,0.124
819,0.122
820,0.121
821,0.125
822,0.123
823,0.121
824,0.124
825,0.124
826,0.121
827,0.122
828,0.124
829,0.122
830,0.125
831,0.129
832,0.121
833,0.131
834,0.123
835,0.134
836,0.119
837,0.123
838,0.121
839,0.121
840,0.121
841,0.124
842,0.124
843,0.121
844,0.122
845,0.126
846,0.123
847,0.125
848,0.124
849,0.124
850,0.122
851,0.125
852,0.124
853,0.129
854,0.126
855,0.122
856,0.121
857,0.121
858,0.122
859,0.128
860,0.125
861,0.141
862,0.126
863,0.125
864,0.118
865,0.128
866,0.126
867,0.124
868,0.123
869,0.131
870,0.124
871,0.122
872,0.124
873,0.123
874,0.121
875,0.123
876,0.12
877,0.123
878,0.122
879,0.124
880,0.123
881,0.124
882,0.125
883,0.123
884,0.123
885,0.121
886,0.126
887,0.122
888,0.123
889,0.124
890,0.122
891,0.122
892,0.12
893,0.127
894,0.125
895,0.122
896,0.125
897,0.126
898,0.12
899,0.125
900,0.119
901,0.124
902,0.128
903,0.124
904,0.125
905,0.126
906,0.125
907,0.118
908,0.123
909,0.122
910,0.122
911,0.123
912,0.122
913,0.123
914,0.127
915,0.135
916,0.122
917,0.129
918,0.125
919,0.124
920,0.135
921,0.121
922,0.122
923,0.122
924,0.125
925,0.122
926,0.125
927,0.125
928,0.122
929,0.126
930,0.122
931,0.134
932,0.14
933,0.125
934,0.127
935,0.121
936,0.125
937,0.123
938,0.121
939,0.121
940,0.127
941,0.124
942,0.123
943,0.118
944,0.124
945,0.124
946,0.123
947,0.126
948,0.126
949,0.121
950,0.124
951,0.124
952,0.101
953,0.102
954,0.113
955,0.107
956,0.104
957,0.107
958,0.13
959,0.119
960,0.127
961,0.124
962,0.134
963,0.121
964,0.128
965,0.122
966,0.133
967,0.118
968,0.117
969,0.156
970,0.121
971,0.219
972,0.131
973,0.149
974,0.141
975,0.193
976,0.118
977,0.136
978,0.168
979,0.116
980,0.143
981,0.117
982,0.115
983,0.154
984,0.143
985,0.117
986,0.124
987,0.133
988,0.116
989,0.118
990,0.161
991,0.118
992,0.123
993,0.124
994,0.119
995,0.164
996,0.124
997,0.12
998,0.121
999,0.121
1000,0.118
