Iteration,Time (ms)
490,0.133
491,0.126
492,0.127
493,0.129
494,0.128
495,0.127
496,0.127
497,0.127
498,0.126
499,0.127
500,0.126
501,0.129
502,0.124
503,0.136
504,0.135
505,0.138
506,0.135
507,0.137
508,0.127
509,0.127
510,0.128
511,0.128
512,0.158
513,0.15
514,0.132
515,0.127
516,0.127
517,0.128
518,0.124
519,0.127
520,0.13
521,0.129
522,0.128
523,0.129
524,0.128
525,0.126
526,0.131
527,0.128
528,0.129
529,0.126
530,0.128
531,0.125
532,0.128
533,0.127
534,0.126
535,0.128
536,0.127
537,0.122
538,0.131
539,0.13
540,0.128
541,0.128
542,0.129
543,0.129
544,0.128
545,0.13
546,0.13
547,0.127
548,0.125
549,0.127
550,0.126
551,0.126
552,0.132
553,0.126
554,0.125
555,0.128
556,0.129
557,0.128
558,0.131
559,0.127
560,0.127
561,0.125
562,0.129
563,0.124
564,0.128
565,0.126
566,0.126
567,0.127
568,0.123
569,0.128
570,0.126
571,0.126
572,0.127
573,0.127
574,0.123
575,0.128
576,0.129
577,0.127
578,0.128
579,0.117
580,0.129
581,0.121
582,0.125
583,0.152
584,0.132
585,0.13
586,0.13
587,0.127
588,0.129
589,0.126
590,0.126
591,0.129
592,0.128
593,0.127
594,0.129
595,0.128
596,0.127
597,0.133
598,0.127
599,0.127
600,0.125
601,0.127
602,0.128
603,0.131
604,0.126
605,0.127
606,0.127
607,0.377
608,0.135
609,0.13
610,0.15
611,0.133
612,0.136
613,0.136
614,0.142
615,0.127
616,0.126
617,0.126
618,0.129
619,0.131
620,0.125
621,0.136
622,0.127
623,0.128
624,0.125
625,0.126
626,0.128
627,0.127
628,0.132
629,0.126
630,0.13
631,0.128
632,0.127
633,0.136
634,0.128
635,0.129
636,0.127
637,0.127
638,0.127
639,0.13
640,0.127
641,0.128
642,0.125
643,0.129
644,0.128
645,0.126
646,0.125
647,0.129
648,0.125
649,0.131
650,0.126
651,0.157
652,0.145
653,0.135
654,0.129
655,0.127
656,0.126
657,0.124
658,0.129
659,0.124
660,0.128
661,0.129
662,0.127
663,0.129
664,0.13
665,0.133
666,0.125
667,0.132
668,0.128
669,0.127
670,0.126
671,0.125
672,0.128
673,0.126
674,0.128
675,0.128
676,0.125
677,0.128
678,0.129
679,0.123
680,0.124
681,0.122
682,0.126
683,0.127
684,0.129
685,0.126
686,0.126
687,0.124
688,0.125
689,0.13
690,0.131
691,0.125
692,0.128
693,0.13
694,0.133
695,0.134
696,0.131
697,0.154
698,0.128
699,0.127
700,0.131
701,0.128
702,0.128
703,0.127
704,0.129
705,0.127
706,0.13
707,0.139
708,0.123
709,0.129
710,0.13
711,0.127
712,0.128
713,0.126
714,0.126
715,0.126
716,0.128
717,0.127
718,0.129
719,0.128
720,0.126
721,0.126
722,0.147
723,0.135
724,0.132
725,0.128
726,0.127
727,0.128
728,0.129
729,0.128
730,0.128
731,0.128
732,0.129
733,0.127
734,0.128
735,0.125
736,0.131
737,0.129
738,0.129
739,0.13
740,0.127
741,0.126
742,0.127
743,0.13
744,0.126
745,0.126
746,0.129
747,0.125
748,0.13
749,0.128
750,0.129
751,0.13
752,0.129
753,0.126
754,0.125
755,0.127
756,0.128
757,0.127
758,0.126
759,0.128
760,0.13
761,0.127
762,0.126
763,0.127
764,0.126
765,0.125
766,0.129
767,0.128
768,0.129
769,0.128
770,0.129
771,0.128
772,0.126
773,0.127
774,0.129
775,0.127
776,0.125
777,0.127
778,0.127
779,0.127
780,0.127
781,0.127
782,0.129
783,0.13
784,0.126
785,0.132
786,0.126
787,0.126
788,0.125
789,0.131
790,0.133
791,0.158
792,0.148
793,0.136
794,0.128
795,0.129
796,0.128
797,0.162
798,0.124
799,0.159
800,0.198
801,0.158
802,0.131
803,0.129
804,0.13
805,0.129
806,0.135
807,0.128
808,0.126
809,0.125
810,0.128
811,0.13
812,0.131
813,0.134
814,0.126
815,0.128
816,0.128
817,0.133
818,0.128
819,0.128
820,0.126
821,0.127
822,0.126
823,0.128
824,0.125
825,0.127
826,0.125
827,0.127
828,0.128
829,0.128
830,0.129
831,0.125
832,0.128
833,0.124
834,0.128
835,0.124
836,0.129
837,0.126
838,0.13
839,0.129
840,0.128
841,0.131
842,0.126
843,0.128
844,0.145
845,0.124
846,0.131
847,0.129
848,0.125
849,0.124
850,0.128
851,0.126
852,0.127
853,0.128
854,0.128
855,0.126
856,0.13
857,0.125
858,0.13
859,0.127
860,0.159
861,0.148
862,0.134
863,0.126
864,0.129
865,0.125
866,0.13
867,0.128
868,0.129
869,0.123
870,0.129
871,0.128
872,0.128
873,0.126
874,0.127
875,0.125
876,0.128
877,0.125
878,0.132
879,0.127
880,0.126
881,0.129
882,0.128
883,0.128
884,0.129
885,0.127
886,0.131
887,0.126
888,0.126
889,0.128
890,0.136
891,0.128
892,0.128
893,0.125
894,0.127
895,0.127
896,0.13
897,0.126
898,0.128
899,0.123
900,0.128
901,0.127
902,0.126
903,0.128
904,0.129
905,0.13
906,0.128
907,0.128
908,0.126
909,0.126
910,0.128
911,0.125
912,0.137
913,0.126
914,0.132
915,0.129
916,0.128
917,0.126
918,0.127
919,0.126
920,0.121
921,0.128
922,0.129
923,0.128
924,0.129
925,0.126
926,0.128
927,0.129
928,0.128
929,0.127
930,0.127
931,0.155
932,0.138
933,0.135
934,0.13
935,0.127
936,0.126
937,0.126
938,0.128
939,0.125
940,0.126
941,0.135
942,0.129
943,0.128
944,0.125
945,0.128
946,0.129
947,0.134
948,0.126
949,0.128
950,0.127
951,0.128
952,0.113
953,0.495
954,0.116
955,0.107
956,0.105
957,0.116
958,0.116
959,0.122
960,0.178
961,0.128
962,0.128
963,0.126
964,0.124
965,0.118
966,0.118
967,0.12
968,0.123
969,0.118
970,0.115
971,0.119
972,0.126
973,0.141
974,0.116
975,0.143
976,0.113
977,0.124
978,0.143
979,0.117
980,0.12
981,0.136
982,0.125
983,0.118
984,0.157
985,0.141
986,0.119
987,0.141
988,0.12
989,0.13
990,0.137
991,0.14
992,0.143
993,0.146
994,0.116
995,0.14
996,0.118
997,0.125
998,0.121
999,0.124
1000,0.128
