Iteration,Time (ms)
179,0.112
180,0.113
181,0.111
182,0.11
183,0.11
184,0.117
185,0.113
186,0.112
187,0.112
188,0.112
189,0.113
190,0.11
191,0.11
192,0.117
193,0.111
194,0.114
195,0.113
196,0.112
197,0.112
198,0.113
199,0.108
200,0.111
201,0.112
202,0.113
203,0.11
204,0.116
205,0.117
206,0.114
207,0.113
208,0.113
209,0.112
210,0.124
211,0.126
212,0.119
213,0.118
214,0.122
215,0.129
216,0.113
217,0.111
218,0.111
219,0.11
220,0.119
221,0.114
222,0.112
223,0.113
224,0.107
225,0.114
226,0.109
227,0.115
228,0.111
229,0.111
230,0.113
231,0.11
232,0.113
233,0.134
234,0.123
235,0.126
236,0.114
237,0.114
238,0.109
239,0.118
240,0.12
241,0.11
242,0.115
243,0.111
244,0.111
245,0.111
246,0.11
247,0.111
248,0.116
249,0.114
250,0.111
251,0.113
252,0.114
253,0.112
254,0.114
255,0.115
256,0.115
257,0.112
258,0.114
259,0.11
260,0.112
261,0.107
262,0.11
263,0.11
264,0.117
265,0.11
266,0.116
267,0.114
268,0.12
269,0.112
270,0.116
271,0.111
272,0.114
273,0.111
274,0.11
275,0.116
276,0.115
277,0.112
278,0.112
279,0.113
280,0.116
281,0.113
282,0.117
283,0.111
284,0.111
285,0.115
286,0.111
287,0.11
288,0.116
289,0.111
290,0.114
291,0.114
292,0.111
293,0.111
294,0.116
295,0.112
296,0.111
297,0.112
298,0.112
299,0.119
300,0.115
301,0.114
302,0.122
303,0.129
304,0.114
305,0.113
306,0.116
307,0.111
308,0.112
309,0.111
310,0.112
311,0.114
312,0.114
313,0.112
314,0.112
315,0.11
316,0.109
317,0.113
318,0.116
319,0.109
320,0.111
321,0.112
322,0.115
323,0.111
324,0.111
325,0.11
326,0.114
327,0.113
328,0.113
329,0.111
330,0.113
331,0.114
332,0.111
333,0.113
334,0.109
335,0.107
336,0.112
337,0.112
338,0.114
339,0.115
340,0.112
341,0.113
342,0.108
343,0.113
344,0.113
345,0.11
346,0.112
347,0.113
348,0.113
349,0.115
350,0.113
351,0.115
352,0.114
353,0.112
354,0.111
355,0.112
356,0.11
357,0.114
358,0.114
359,0.117
360,0.11
361,0.11
362,0.113
363,0.109
364,0.112
365,0.111
366,0.11
367,0.122
368,0.118
369,0.121
370,0.122
371,0.131
372,0.117
373,0.12
374,0.118
375,0.14
376,0.124
377,0.123
378,0.122
379,0.143
380,0.126
381,0.151
382,0.132
383,0.12
384,0.124
385,0.117
386,0.119
387,0.135
388,0.142
389,0.115
390,0.12
391,0.129
392,0.123
393,0.119
394,0.12
395,0.117
396,0.118
397,0.12
398,0.119
399,0.122
400,0.116
401,0.115
402,0.118
403,0.118
404,0.115
405,0.125
406,0.128
407,0.12
408,0.117
409,0.119
410,0.116
411,0.121
412,0.117
413,0.121
414,0.116
415,0.111
416,0.113
417,0.108
418,0.113
419,0.111
420,0.113
421,0.112
422,0.109
423,0.112
424,0.115
425,0.11
426,0.115
427,0.114
428,0.11
429,0.112
430,0.11
431,0.113
432,0.114
433,0.113
434,0.113
435,0.112
436,0.115
437,0.113
438,0.11
439,0.119
440,0.132
441,0.126
442,0.125
443,0.124
444,0.152
445,0.115
446,0.119
447,0.112
448,0.117
449,0.11
450,0.113
451,0.111
452,0.111
453,0.108
454,0.115
455,0.112
456,0.116
457,0.111
458,0.11
459,0.108
460,0.112
461,0.111
462,0.109
463,0.114
464,0.11
465,0.134
466,0.12
467,0.116
468,0.112
469,0.116
470,0.111
471,0.112
472,0.115
473,0.112
474,0.118
475,0.113
476,0.108
477,0.114
478,0.11
479,0.112
480,0.111
481,0.113
482,0.114
483,0.109
484,0.111
485,0.113
486,0.112
487,0.114
488,0.108
489,0.109
490,0.116
491,0.111
492,0.116
493,0.11
494,0.115
495,0.11
496,0.113
497,0.109
498,0.117
499,0.118
500,0.113
501,0.115
502,0.112
503,0.113
504,0.114
505,0.116
506,0.117
507,0.113
508,0.112
509,0.115
510,0.112
511,0.114
512,0.112
513,0.137
514,0.112
515,0.114
516,0.113
517,0.113
518,0.111
519,0.109
520,0.11
521,0.111
522,0.11
523,0.116
524,0.114
525,0.115
526,0.108
527,0.112
528,0.112
529,0.11
530,0.11
531,0.115
532,0.112
533,0.11
534,0.114
535,0.11
536,0.111
537,0.115
538,0.114
539,0.108
540,0.112
541,0.112
542,0.11
543,0.108
544,0.112
545,0.111
546,0.112
547,0.111
548,0.113
549,0.121
550,0.11
551,0.11
552,0.111
553,0.114
554,0.113
555,0.118
556,0.113
557,0.111
558,0.115
559,0.111
560,0.11
561,0.118
562,0.117
563,0.113
564,0.11
565,0.116
566,0.113
567,0.11
568,0.13
569,0.118
570,0.109
571,0.109
572,0.111
573,0.114
574,0.113
575,0.11
576,0.112
577,0.112
578,0.114
579,0.124
580,0.126
581,0.12
582,0.123
583,0.145
584,0.12
585,0.112
586,0.119
587,0.109
588,0.114
589,0.115
590,0.11
591,0.118
592,0.113
593,0.113
594,0.112
595,0.113
596,0.109
597,0.111
598,0.11
599,0.111
600,0.109
601,0.112
602,0.11
603,0.115
604,0.112
605,0.115
606,0.115
607,0.114
608,0.117
609,0.119
610,0.121
611,0.118
612,0.121
613,0.116
614,0.12
615,0.119
616,0.113
617,0.113
618,0.114
619,0.115
620,0.111
621,0.114
622,0.111
623,0.114
624,0.11
625,0.112
626,0.109
627,0.112
628,0.112
629,0.114
630,0.11
631,0.113
632,0.114
633,0.11
634,0.11
635,0.114
636,0.108
637,0.112
638,0.115
639,0.109
640,0.11
641,0.111
642,0.114
643,0.113
644,0.112
645,0.113
646,0.115
647,0.112
648,0.12
649,0.111
650,0.112
651,0.112
652,0.136
653,0.12
654,0.113
655,0.115
656,0.11
657,0.116
658,0.11
659,0.109
660,0.113
661,0.113
662,0.114
663,0.11
664,0.11
665,0.107
666,0.111
667,0.111
668,0.113
669,0.109
670,0.111
671,0.117
672,0.119
673,0.117
674,0.116
675,0.113
676,0.114
677,0.115
678,0.114
679,0.114
680,0.122
681,0.116
682,0.116
683,0.112
684,0.115
685,0.115
686,0.115
687,0.113
688,0.11
689,0.112
690,0.109
691,0.115
692,0.112
693,0.109
694,0.114
695,0.118
696,0.121
697,0.123
698,0.117
699,0.11
700,0.119
701,0.109
702,0.112
703,0.109
704,0.111
705,0.108
706,0.112
707,0.107
708,0.125
709,0.112
710,0.109
711,0.113
712,0.112
713,0.113
714,0.111
715,0.11
716,0.113
717,0.112
718,0.112
719,0.112
720,0.114
721,0.108
722,0.133
723,0.125
724,0.116
725,0.108
726,0.118
727,0.116
728,0.11
729,0.112
730,0.114
731,0.111
732,0.114
733,0.109
734,0.11
735,0.108
736,0.111
737,0.108
738,0.111
739,0.109
740,0.113
741,0.109
742,0.108
743,0.109
744,0.115
745,0.108
746,0.11
747,0.112
748,0.113
749,0.111
750,0.116
751,0.112
752,0.108
753,0.109
754,0.11
755,0.108
756,0.11
757,0.112
758,0.114
759,0.11
760,0.112
761,0.111
762,0.117
763,0.111
764,0.112
765,0.109
766,0.114
767,0.111
768,0.113
769,0.108
770,0.114
771,0.11
772,0.117
773,0.113
774,0.109
775,0.108
776,0.112
777,0.112
778,0.11
779,0.114
780,0.11
781,0.109
782,0.112
783,0.108
784,0.113
785,0.11
786,0.111
787,0.116
788,0.112
789,0.11
790,0.109
791,0.112
792,0.134
793,0.124
794,0.117
795,0.11
796,0.114
797,0.137
798,0.106
799,0.117
800,0.107
801,0.127
802,0.252
803,0.125
804,0.113
805,0.117
806,0.113
807,0.115
808,0.11
809,0.116
810,0.117
811,0.11
812,0.112
813,0.112
814,0.11
815,0.109
816,0.107
817,0.109
818,0.113
819,0.109
820,0.111
821,0.111
822,0.114
823,0.114
824,0.113
825,0.111
826,0.106
827,0.11
828,0.111
829,0.112
830,0.112
831,0.115
832,0.11
833,0.126
834,0.117
835,0.127
836,0.122
837,0.111
838,0.113
839,0.108
840,0.11
841,0.108
842,0.11
843,0.111
844,0.111
845,0.107
846,0.11
847,0.108
848,0.115
849,0.119
850,0.112
851,0.111
852,0.113
853,0.111
854,0.112
855,0.113
856,0.113
857,0.119
858,0.111
859,0.106
860,0.114
861,0.127
862,0.119
863,0.11
864,0.115
865,0.119
866,0.117
867,0.107
868,0.109
869,0.112
870,0.111
871,0.112
872,0.113
873,0.111
874,0.109
875,0.107
876,0.111
877,0.109
878,0.113
879,0.11
880,0.11
881,0.111
882,0.111
883,0.111
884,0.112
885,0.112
886,0.118
887,0.112
888,0.111
889,0.109
890,0.112
891,0.116
892,0.108
893,0.112
894,0.113
895,0.109
896,0.108
897,0.107
898,0.109
899,0.111
900,0.111
901,0.112
902,0.113
903,0.112
904,0.111
905,0.108
906,0.112
907,0.108
908,0.113
909,0.112
910,0.112
911,0.11
912,0.113
913,0.112
914,0.113
915,0.118
916,0.118
917,0.124
918,0.122
919,0.11
920,0.122
921,0.116
922,0.109
923,0.11
924,0.111
925,0.11
926,0.111
927,0.111
928,0.11
929,0.109
930,0.11
931,0.119
932,0.135
933,0.115
934,0.113
935,0.111
936,0.111
937,0.114
938,0.111
939,0.114
940,0.109
941,0.114
942,0.11
943,0.111
944,0.113
945,0.111
946,0.107
947,0.112
948,0.114
949,0.11
950,0.11
951,0.111
952,0.129
953,0.111
954,0.101
955,0.106
956,0.105
957,0.106
958,0.123
959,0.128
960,0.129
961,0.133
962,0.126
963,0.122
964,0.125
965,0.197
966,0.127
967,0.124
968,0.117
969,0.115
970,0.186
971,0.163
972,0.127
973,0.137
974,0.127
975,0.193
976,0.139
977,0.137
978,0.123
979,0.115
980,0.124
981,0.129
982,0.115
983,0.117
984,0.115
985,0.114
986,0.117
987,0.119
988,0.118
989,0.12
990,0.117
991,0.122
992,0.124
993,0.116
994,0.139
995,0.128
996,0.139
997,0.127
998,0.117
999,0.122
1000,0.116
